,Site,Raw,Spatial,Temporal,Spatial_N,Temporal_N,Improved
0,1.1821209680788296,1.222222222222222,1.1888888888888889,1.3333333333333335,0.8055555555555556,1.336111111111111,1.278543962076537
1,1.4355694398735508,1.8944444444444444,1.8138888888888889,1.5916666666666666,1.3055555555555556,1.597222222222222,1.5910359652170054
2,1.8546936991926912,2.4833333333333334,2.5166666666666666,2.2888888888888888,1.7277777777777779,2.338888888888889,2.2707935578288923
3,3.244508993625641,3.875,3.8944444444444444,3.1194444444444445,2.841666666666667,3.161111111111111,3.405520871798275
4,1.3354806715250016,1.161111111111111,1.1583333333333334,1.952777777777778,1.0611111111111111,2.0027777777777778,1.6783389189248012
5,1.4094669041889054,1.8222222222222222,1.7833333333333332,1.7916666666666667,1.288888888888889,1.8111111111111111,1.7588069279555207
6,1.590580491643203,2.1194444444444445,2.091666666666667,1.7833333333333332,1.4694444444444446,1.7666666666666668,1.8146680656775882
7,1.3772054003632588,2.0,2.011111111111111,1.9055555555555557,1.3666666666666667,1.922222222222222,1.927461731572936
8,1.113280060339947,1.6111111111111112,1.5444444444444445,1.6305555555555558,1.1166666666666667,1.613888888888889,1.5929764212731183
9,1.046111974985369,1.6166666666666667,1.461111111111111,1.261111111111111,1.1166666666666667,1.2583333333333333,1.26579797044649
10,1.966294556856156,1.3916666666666666,1.3888888888888888,2.166666666666667,0.975,2.238888888888889,1.9155772546072978
11,3.093873416185379,3.55,3.3861111111111115,2.438888888888889,2.488888888888889,2.533333333333333,2.530147631587995
12,4.916662375926972,4.661111111111111,4.644444444444444,3.8694444444444445,3.3805555555555555,3.6222222222222222,3.9846124190269214
13,4.409886736042646,2.8472222222222223,2.988888888888889,4.472222222222222,2.3305555555555557,4.461111111111111,3.7814414679252395
14,3.838773069959698,3.827777777777778,3.8638888888888885,3.572222222222222,2.916666666666667,3.3388888888888886,3.68790779046484
15,3.815525647997856,3.9861111111111116,4.063888888888888,3.8138888888888887,2.975,3.7527777777777778,3.9931342855588214
16,3.078914247751236,3.655555555555556,3.680555555555556,2.819444444444444,2.694444444444444,2.813888888888889,2.952666789219408
17,3.187769812345505,2.8666666666666667,2.713888888888889,1.8666666666666667,2.011111111111111,1.913888888888889,1.9177806055245337
18,2.334295071363449,1.913888888888889,1.8833333333333333,2.8694444444444445,1.7277777777777779,2.969444444444444,2.581879577875702
19,5.137124552726745,4.433333333333334,4.533333333333333,4.277777777777778,4.155555555555556,4.391666666666667,4.333856438715148
20,5.550319893191559,5.0055555555555555,4.716666666666667,4.408333333333333,4.575,4.016666666666667,4.562900305651899
21,5.420653473247182,5.625,5.627777777777778,4.333333333333334,5.186111111111112,4.247222222222222,4.7105115439702825
22,1.0068544331671936,1.8944444444444444,1.8138888888888889,1.5916666666666666,1.3055555555555556,1.597222222222222,1.5910359652170054
23,1.308548293819156,1.1416666666666666,1.2277777777777779,2.0805555555555557,0.8305555555555555,2.0972222222222223,1.7986053206158736
24,1.503908315842802,2.052777777777778,2.047222222222222,1.8916666666666668,1.413888888888889,1.886111111111111,1.8983558783875893
25,1.7214184441874103,2.558333333333333,2.441666666666667,2.197222222222222,1.6583333333333332,2.2416666666666667,2.2721348003607504
26,1.6097238930977054,1.3416666666666666,1.3888888888888888,2.011111111111111,0.975,2.0166666666666666,1.7513950997986876
27,0.9395224911753428,1.6166666666666667,1.461111111111111,1.261111111111111,1.1166666666666667,1.2583333333333333,1.26579797044649
28,5.132423069477081,4.661111111111111,4.644444444444444,3.8694444444444445,3.3805555555555555,3.6222222222222222,3.9846124190269214
29,5.0345365025780415,4.941666666666666,4.8805555555555555,3.8666666666666663,3.5333333333333337,3.7861111111111114,4.089126534868675
30,4.611433225870132,3.8416666666666663,3.8166666666666664,4.058333333333334,2.7555555555555555,4.016666666666667,3.8615594826004114
31,4.258370425701141,3.827777777777778,3.8638888888888885,3.572222222222222,2.916666666666667,3.3388888888888886,3.68790779046484
32,3.979160301685333,4.383333333333334,4.405555555555556,3.6333333333333337,3.219444444444444,3.530555555555556,3.784288874674594
33,3.286889656186104,3.2166666666666663,3.1527777777777777,3.525,2.236111111111111,3.5138888888888884,3.4470440912218114
34,3.2661118364334105,1.875,1.7527777777777778,2.8305555555555557,1.2944444444444445,2.8916666666666666,2.60674315573839
35,3.303200626373291,5.091666666666667,4.991666666666666,3.030555555555556,4.572222222222222,3.1444444444444444,3.312757555254792
36,5.4794790311293164,0.9333333333333333,1.3027777777777778,5.211111111111111,1.1027777777777779,5.308333333333334,4.472736379318672
37,5.696774961972477,5.294444444444444,5.336111111111111,4.516666666666667,4.919444444444444,4.372222222222222,4.705619236244322
38,4.047641305923462,3.9555555555555557,3.969444444444444,4.752777777777778,3.4722222222222223,4.752777777777778,4.581287207125679
39,4.468200211524963,5.444444444444445,5.372222222222222,4.430555555555555,4.930555555555555,4.366666666666666,4.549887048487479
40,4.437315857410431,4.836111111111111,4.805555555555555,4.205555555555556,4.402777777777778,4.161111111111111,4.32551920470837
