,Site,Raw,Spatial,Temporal,Spatial_N,Temporal_N,Improved
0,2.2046951305866243,1.425,1.4416666666666667,2.522222222222222,0.9222222222222222,2.6222222222222222,2.1866494020340452
1,3.925406596095292,4.080555555555556,3.8555555555555556,5.219444444444444,2.594444444444444,5.188888888888888,4.647218414515325
2,1.7174809118922876,2.146875,2.071875,2.35,1.878125,2.4625,2.2259404662273754
3,0.7756714332103729,1.75,1.663888888888889,1.4861111111111112,1.663888888888889,1.488888888888889,1.4910855802143406
4,1.0928086864948272,1.8194444444444442,1.8,1.7277777777777779,1.8027777777777778,1.7333333333333332,1.7394311850580333
5,1.1215233474969863,1.961111111111111,2.180555555555556,1.8888888888888888,2.202777777777778,1.8972222222222221,1.874418889610079
6,0.769236778318882,1.8194444444444442,1.95,1.825,1.9666666666666668,1.825,1.8429255309316992
7,0.9209054803848268,1.7194444444444443,1.8888888888888888,1.6805555555555558,1.9,1.6861111111111111,1.7192823787512992
8,0.5345574703812599,1.6555555555555557,1.8527777777777779,1.5194444444444444,1.8611111111111112,1.5222222222222221,1.519962296979045
9,1.6661301004886626,1.386111111111111,1.363888888888889,1.738888888888889,0.8638888888888889,1.738888888888889,1.6619549657337394
10,3.910251511335373,3.852777777777778,3.8416666666666663,2.6194444444444445,2.452777777777778,2.827777777777778,2.8672360928370773
11,4.836258819103241,5.108333333333333,4.983333333333333,4.763888888888888,3.1333333333333333,4.780555555555556,4.815866466722469
12,4.734860261678696,5.525,5.583333333333334,4.638888888888888,3.452777777777778,4.683333333333334,4.865620900595118
13,4.667334997292721,4.402777777777778,4.269444444444444,5.063888888888888,2.6444444444444444,5.041666666666666,4.698151764069894
14,4.366909780502319,5.086111111111111,4.983333333333333,4.652777777777778,3.175,4.558333333333334,4.60947520470319
15,3.9607497668266296,4.227777777777778,4.088888888888889,3.4416666666666664,2.575,3.3638888888888885,3.465335827628877
16,3.347893067598343,4.591666666666667,4.486111111111112,2.9972222222222222,2.8,2.886111111111111,3.134535186132162
17,3.625030634379146,4.1125,3.759375,2.646875,3.421875,2.771875,2.770112824143943
18,4.2424575030201614,4.790625,4.85,3.9625,4.36875,3.971875,4.150010713927697
19,4.531323449780243,5.1625,5.284375,4.353125,4.765625,4.303125,4.545964699583629
20,4.499188969833682,5.128125,5.165625,4.725,4.628125,4.7,4.82295460298065
21,3.776202664230809,4.19375,4.1375,3.7125,3.703125,3.66875,3.843797762502497
22,0.7143371770478258,1.75,1.663888888888889,1.4861111111111112,1.663888888888889,1.488888888888889,1.4910855802143406
23,1.1303895103688142,2.0083333333333333,2.1333333333333333,1.95,2.147222222222222,1.95,1.9957256370646093
24,1.1194473787991688,1.961111111111111,2.180555555555556,1.8888888888888888,2.202777777777778,1.8972222222222221,1.874418889610079
25,1.0671356735807476,1.8194444444444442,1.95,1.825,1.9666666666666668,1.825,1.8429255309316992
26,4.8766570520401,5.027777777777778,4.5055555555555555,4.522222222222222,3.030555555555556,4.536111111111111,4.496506549183994
27,5.137483401298523,5.108333333333333,4.983333333333333,4.763888888888888,3.1333333333333333,4.780555555555556,4.815866466722469
28,5.0222786211967465,5.525,5.583333333333334,4.638888888888888,3.452777777777778,4.683333333333334,4.865620900595118
29,4.9538565707206725,4.402777777777778,4.269444444444444,5.063888888888888,2.6444444444444444,5.041666666666666,4.698151764069894
30,4.381340391635895,4.080555555555556,3.8555555555555556,5.219444444444444,2.594444444444444,5.188888888888888,4.647218414515325
31,4.61020008802414,5.6305555555555555,5.55,4.794444444444444,3.452777777777778,4.727777777777778,5.029237028933748
32,4.55536863565445,5.6305555555555555,5.55,4.794444444444444,3.452777777777778,4.727777777777778,5.029237028933748
33,4.111452977657319,5.086111111111111,4.983333333333333,4.652777777777778,3.175,4.558333333333334,4.60947520470319
34,4.353832232952118,4.558333333333334,4.4222222222222225,4.258333333333334,2.7694444444444444,4.072222222222222,4.343054573629754
35,3.684717741012573,4.227777777777778,4.088888888888889,3.4416666666666664,2.575,3.3638888888888885,3.465335827628877
36,3.474048070907593,4.591666666666667,4.486111111111112,2.9972222222222222,2.8,2.886111111111111,3.134535186132162
37,4.543689397850422,4.790625,4.85,3.9625,4.36875,3.971875,4.150010713927697
38,4.608245929082234,5.24375,5.271875,4.10625,4.715625,4.140625,4.396796106167047
39,4.901796073624582,5.1625,5.284375,4.353125,4.765625,4.303125,4.545964699583629
40,4.796605885630906,3.934375,4.096875,4.88125,3.778125,4.875,4.6129346204456425
41,4.709578357561671,4.896875,4.85625,4.653125,4.38125,4.615625,4.707956598903143
42,4.466736046954839,5.2375,5.284375,4.559375,4.70625,4.49375,4.732660666309145
43,4.205301629172431,4.221875,4.153125,4.403125,3.709375,4.328125,4.316156121802331
44,3.514114119789817,4.19375,4.1375,3.7125,3.703125,3.66875,3.843797762502497
45,3.3179643455177845,4.05625,4.08125,3.171875,3.696875,2.98125,3.2405310369962548
46,0.6921779677422359,1.75,1.663888888888889,1.4861111111111112,1.663888888888889,1.488888888888889,1.4910855802143406
47,0.9086491730478076,1.8194444444444442,1.8,1.7277777777777779,1.8027777777777778,1.7333333333333332,1.7394311850580333
48,0.989097178590541,1.8527777777777779,1.8083333333333331,1.8944444444444444,1.8083333333333331,1.8972222222222221,1.8506582128245779
49,1.0544962737056398,2.0083333333333333,2.1333333333333333,1.95,2.147222222222222,1.95,1.9957256370646093
50,1.0472755624790384,1.961111111111111,2.180555555555556,1.8888888888888888,2.202777777777778,1.8972222222222221,1.874418889610079
