,Site,Raw,Spatial,Temporal,Spatial_N,Temporal_N,Improved
0,0.8051599736015002,1.0333333333333334,1.027777777777778,1.3333333333333335,0.8777777777777779,1.338888888888889,1.0476239704319386
1,1.6721970078845818,1.6333333333333333,1.6055555555555556,1.452777777777778,1.3555555555555556,1.4555555555555555,1.6275761579151973
2,2.579560546392805,1.7944444444444443,1.775,1.725,1.5027777777777778,1.7333333333333332,1.788443740495289
3,3.078182436954016,2.2,2.136111111111111,1.8138888888888889,1.8305555555555557,1.8111111111111111,2.188259752082772
4,1.7780235070931285,2.0027777777777778,1.9833333333333332,1.7666666666666668,1.6972222222222222,1.777777777777778,2.0041629333457327
5,1.1294940089763597,1.75,1.6972222222222222,1.5583333333333333,1.4416666666666667,1.5611111111111111,1.7311295504362643
6,1.0155845656991005,1.81875,1.88125,1.734375,1.446875,1.7375,1.8254949462317214
7,2.260633402941178,2.45,2.50625,2.459375,1.953125,2.4625,2.4585831455470895
8,2.354707604393046,2.565625,2.659375,2.46875,2.071875,2.48125,2.5738144604667514
9,2.753553691536489,2.571875,2.65625,2.246875,2.103125,2.253125,2.5740179771077383
10,2.4758354984223843,2.03125,2.14375,2.34375,1.640625,2.334375,2.0496105730038847
11,1.785184516120203,0.9472222222222222,0.9416666666666667,0.8583333333333334,0.8,0.8583333333333334,0.9382959105053585
12,1.4901201466924137,0.861111111111111,0.8638888888888889,0.9083333333333334,0.7305555555555555,0.9083333333333334,0.8677648333756693
13,1.9274732105585997,1.3222222222222222,1.3,1.1222222222222222,1.1,1.125,1.3166805875484877
14,2.0488778243259507,1.4055555555555554,1.422222222222222,1.347222222222222,1.213888888888889,1.3583333333333334,1.4147597411159343
15,2.0426300873561782,1.6333333333333333,1.6055555555555556,1.452777777777778,1.3555555555555556,1.4555555555555555,1.6275761579151973
16,2.1822099868132145,1.5222222222222221,1.5055555555555555,1.6166666666666667,1.2833333333333334,1.6194444444444442,1.5295407301731891
17,2.272042158915072,1.7944444444444443,1.775,1.725,1.5027777777777778,1.7333333333333332,1.788443740495289
18,2.0431527354053616,1.975,1.9055555555555557,1.5722222222222222,1.6194444444444442,1.577777777777778,1.954601956025368
19,2.4737894413422565,0.8944444444444445,0.9666666666666666,1.6388888888888888,0.8194444444444444,1.6472222222222221,0.9285100989903444
20,2.5256471486435723,2.0027777777777778,1.9583333333333333,1.6277777777777778,1.6666666666666667,1.636111111111111,1.9914360900754162
21,2.779967844486237,2.2,2.136111111111111,1.8138888888888889,1.8305555555555557,1.8111111111111111,2.188259752082772
22,2.773579008725225,2.0,1.9444444444444442,2.013888888888889,1.6388888888888888,2.0166666666666666,1.9997200059694964
23,2.745341505855322,2.1194444444444445,2.0972222222222223,2.041666666666667,1.761111111111111,2.0388888888888888,2.119486602252795
24,2.7882748221864504,1.9166666666666667,1.8777777777777778,2.125,1.6,2.1305555555555555,1.92988505263495
25,3.091236247091877,2.272222222222222,2.2,2.0388888888888888,1.8833333333333333,2.0444444444444443,2.267429528529719
26,2.7264923011102984,2.072222222222222,2.025,2.063888888888889,1.722222222222222,2.077777777777778,2.0751436592592443
