,Satellite,Site name,DOY,Site value,h,v,line,samp,c6 DOY
31,L08,STEI,2018140,2.2046951305866243,11,4,1077.35,1731.83,2018137
32,L08,STEI,2018204,3.925406596095292,11,4,1077.35,1731.83,2018201
36,L08,UNDE,2018140,1.7174809118922876,11,4,903.35,1935.23,2018137
37,L08,WOOD,2018157,0.7756714332103729,11,4,688.72,594.74,2018153
38,L08,WOOD,2018164,1.0928086864948272,11,4,688.72,594.74,2018161
39,L08,WOOD,2018196,1.1215233474969863,11,4,688.72,594.74,2018193
40,L08,WOOD,2018205,0.769236778318882,11,4,688.72,594.74,2018201
41,L08,WOOD,2018212,0.9209054803848268,11,4,688.72,594.74,2018209
42,L08,WOOD,2018221,0.5345574703812599,11,4,688.72,594.74,2018217
147,S2A,STEI,2018132,1.6661301004886626,11,4,1077.35,1731.83,2018129
148,S2A,STEI,2018149,3.910251511335373,11,4,1077.35,1731.83,2018145
149,S2A,STEI,2018179,4.836258819103241,11,4,1077.35,1731.83,2018177
150,S2A,STEI,2018189,4.734860261678696,11,4,1077.35,1731.83,2018185
151,S2A,STEI,2018199,4.667334997292721,11,4,1077.35,1731.83,2018193
152,S2A,STEI,2018229,4.366909780502319,11,4,1077.35,1731.83,2018225
153,S2A,STEI,2018249,3.9607497668266296,11,4,1077.35,1731.83,2018249
154,S2A,STEI,2018259,3.347893067598343,11,4,1077.35,1731.83,2018257
164,S2A,UNDE,2018149,3.625030634379146,11,4,903.35,1935.23,2018145
165,S2A,UNDE,2018162,4.2424575030201614,11,4,903.35,1935.23,2018161
166,S2A,UNDE,2018189,4.531323449780243,11,4,903.35,1935.23,2018185
167,S2A,UNDE,2018212,4.499188969833682,11,4,903.35,1935.23,2018209
168,S2A,UNDE,2018249,3.776202664230809,11,4,903.35,1935.23,2018249
169,S2A,WOOD,2018154,0.7143371770478258,11,4,688.72,594.74,2018153
170,S2A,WOOD,2018191,1.1303895103688142,11,4,688.72,594.74,2018185
171,S2A,WOOD,2018194,1.1194473787991688,11,4,688.72,594.74,2018193
172,S2A,WOOD,2018204,1.0671356735807476,11,4,688.72,594.74,2018201
272,S2B,STEI,2018174,4.8766570520401,11,4,1077.35,1731.83,2018169
273,S2B,STEI,2018184,5.137483401298523,11,4,1077.35,1731.83,2018177
274,S2B,STEI,2018187,5.0222786211967465,11,4,1077.35,1731.83,2018185
275,S2B,STEI,2018197,4.9538565707206725,11,4,1077.35,1731.83,2018193
276,S2B,STEI,2018204,4.381340391635895,11,4,1077.35,1731.83,2018201
277,S2B,STEI,2018217,4.61020008802414,11,4,1077.35,1731.83,2018217
278,S2B,STEI,2018224,4.55536863565445,11,4,1077.35,1731.83,2018217
279,S2B,STEI,2018227,4.111452977657319,11,4,1077.35,1731.83,2018225
280,S2B,STEI,2018234,4.353832232952118,11,4,1077.35,1731.83,2018233
281,S2B,STEI,2018254,3.684717741012573,11,4,1077.35,1731.83,2018249
282,S2B,STEI,2018257,3.474048070907593,11,4,1077.35,1731.83,2018257
293,S2B,UNDE,2018164,4.543689397850422,11,4,903.35,1935.23,2018161
294,S2B,UNDE,2018174,4.608245929082234,11,4,903.35,1935.23,2018169
295,S2B,UNDE,2018187,4.901796073624582,11,4,903.35,1935.23,2018185
296,S2B,UNDE,2018197,4.796605885630906,11,4,903.35,1935.23,2018193
297,S2B,UNDE,2018204,4.709578357561671,11,4,903.35,1935.23,2018201
298,S2B,UNDE,2018224,4.466736046954839,11,4,903.35,1935.23,2018217
299,S2B,UNDE,2018234,4.205301629172431,11,4,903.35,1935.23,2018233
300,S2B,UNDE,2018254,3.514114119789817,11,4,903.35,1935.23,2018249
301,S2B,UNDE,2018257,3.3179643455177845,11,4,903.35,1935.23,2018257
302,S2B,WOOD,2018156,0.6921779677422359,11,4,688.72,594.74,2018153
303,S2B,WOOD,2018166,0.9086491730478076,11,4,688.72,594.74,2018161
304,S2B,WOOD,2018169,0.989097178590541,11,4,688.72,594.74,2018169
305,S2B,WOOD,2018186,1.0544962737056398,11,4,688.72,594.74,2018185
306,S2B,WOOD,2018196,1.0472755624790384,11,4,688.72,594.74,2018193
