,Satellite,Site name,DOY,Site value,h,v,line,samp,c6 DOY
290,S2A,ORNL,2018200,4.2824894643348195,11,5,968.11,427.4,2018193
291,S2A,ORNL,2018240,3.8387730699596982,11,5,968.11,427.4,2018233
292,S2A,ORNL,2018250,3.8155256479978563,11,5,968.11,427.4,2018249
293,S2A,ORNL,2018280,3.078914247751236,11,5,968.11,427.4,2018273
294,S2A,ORNL,2018290,3.187769812345505,11,5,968.11,427.4,2018289
295,S2A,ORNL,2018310,1.9230610930919647,11,5,968.11,427.4,2018305
296,S2A,ORNL,2018320,1.4552193105220794,11,5,968.11,427.4,2018313
297,S2A,ORNL,2018360,0.9244524921689715,11,5,968.11,427.4,2018353
315,S2A,SCBI,2018044,0.7304966114461422,11,5,265.2,2203.28,2018041
316,S2A,SCBI,2018064,0.7228831555694342,11,5,265.2,2203.28,2018057
317,S2A,SCBI,2018104,1.015689378976822,11,5,265.2,2203.28,2018097
318,S2A,SCBI,2018124,2.334295071363449,11,5,265.2,2203.28,2018121
319,S2A,SCBI,2018144,5.137124552726745,11,5,265.2,2203.28,2018137
320,S2A,SCBI,2018184,5.550319893191559,11,5,265.2,2203.28,2018177
321,S2A,SCBI,2018194,5.420653473247182,11,5,265.2,2203.28,2018193
322,S2A,SCBI,2018224,4.93027784898109,11,5,265.2,2203.28,2018217
323,S2A,SCBI,2018244,3.9405532623159476,11,5,265.2,2203.28,2018241
324,S2A,SCBI,2018274,2.900023950325264,11,5,265.2,2203.28,2018273
325,S2A,SCBI,2018304,1.59061750110827,11,5,265.2,2203.28,2018297
326,S2A,SCBI,2018314,0.9920631948639365,11,5,265.2,2203.28,2018313
422,S2B,BLAN,2018069,0.3652727055641544,11,5,225.04,2250.38,2018065
423,S2B,BLAN,2018119,0.9630583692132757,11,5,225.04,2250.38,2018113
424,S2B,BLAN,2018129,1.0068544331671936,11,5,225.04,2250.38,2018129
425,S2B,BLAN,2018169,1.308548293819156,11,5,225.04,2250.38,2018169
426,S2B,BLAN,2018189,1.503908315842802,11,5,225.04,2250.38,2018185
427,S2B,BLAN,2018199,1.478844832573364,11,5,225.04,2250.38,2018193
428,S2B,BLAN,2018209,1.8393629964660196,11,5,225.04,2250.38,2018209
429,S2B,BLAN,2018239,1.7214184441874105,11,5,225.04,2250.38,2018233
430,S2B,BLAN,2018249,1.6097238930977054,11,5,225.04,2250.38,2018249
431,S2B,BLAN,2018279,0.9395224911753427,11,5,225.04,2250.38,2018273
432,S2B,BLAN,2018329,0.37410034000089293,11,5,225.04,2250.38,2018329
587,S2B,ORNL,2018015,0.7993658466159173,11,5,968.11,427.4,2018009
588,S2B,ORNL,2018025,0.8045492206628506,11,5,968.11,427.4,2018025
589,S2B,ORNL,2018145,4.964159619808197,11,5,968.11,427.4,2018145
590,S2B,ORNL,2018155,5.132423069477081,11,5,968.11,427.4,2018153
591,S2B,ORNL,2018165,4.942418252980268,11,5,968.11,427.4,2018161
592,S2B,ORNL,2018175,5.0345365025780415,11,5,968.11,427.4,2018169
593,S2B,ORNL,2018185,4.611433225870132,11,5,968.11,427.4,2018185
594,S2B,ORNL,2018235,4.258370425701141,11,5,968.11,427.4,2018233
595,S2B,ORNL,2018245,3.9791603016853334,11,5,968.11,427.4,2018241
596,S2B,ORNL,2018265,3.2868896561861036,11,5,968.11,427.4,2018265
597,S2B,ORNL,2018285,3.2661118364334105,11,5,968.11,427.4,2018281
598,S2B,ORNL,2018315,1.4772650289535523,11,5,968.11,427.4,2018313
599,S2B,ORNL,2018325,1.1626595550775527,11,5,968.11,427.4,2018321
614,S2B,SCBI,2018119,1.6053366696834563,11,5,265.2,2203.28,2018113
615,S2B,SCBI,2018129,3.303200626373291,11,5,265.2,2203.28,2018129
616,S2B,SCBI,2018169,5.4794790311293164,11,5,265.2,2203.28,2018169
617,S2B,SCBI,2018179,5.26386500452901,11,5,265.2,2203.28,2018177
618,S2B,SCBI,2018189,5.696774961972477,11,5,265.2,2203.28,2018185
619,S2B,SCBI,2018199,5.431673827924226,11,5,265.2,2203.28,2018193
620,S2B,SCBI,2018219,4.10886093073113,11,5,265.2,2203.28,2018217
621,S2B,SCBI,2018229,4.047641305923462,11,5,265.2,2203.28,2018225
622,S2B,SCBI,2018239,4.468200211524963,11,5,265.2,2203.28,2018233
623,S2B,SCBI,2018249,4.4373158574104306,11,5,265.2,2203.28,2018249
624,S2B,SCBI,2018269,2.731054520366168,11,5,265.2,2203.28,2018265
625,S2B,SCBI,2018279,2.4821595243045262,11,5,265.2,2203.28,2018273
